City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
218,college,64.8569,-147.8028,48.58,90,100,17.27,US,2023-05-29 17:29:58
219,geraldton,-28.7667,114.6,63.01,42,100,12.66,AU,2023-05-29 17:29:59
220,"laikit, laikit ii (dimembe)",1.4792,124.9735,68.85,94,20,3.44,ID,2023-05-29 17:30:00
221,yamada,39.4667,141.95,63.59,87,91,1.03,JP,2023-05-29 17:30:05
222,tual,-5.6667,132.75,80.92,81,100,21.52,ID,2023-05-29 17:30:09
223,lundazi,-12.2929,33.1782,60.48,73,27,7.83,ZM,2023-05-29 17:30:14
224,kill devil hills,36.0307,-75.676,77.0,85,40,6.91,US,2023-05-29 17:30:16
225,cannes,43.55,7.0167,69.8,68,0,3.44,FR,2023-05-29 17:30:17
226,miquelon,47.0975,-56.3814,48.2,72,100,10.27,PM,2023-05-29 17:30:19
227,egilsstadir,65.2653,-14.3948,60.71,48,0,23.02,IS,2023-05-29 17:30:20
228,molalla,45.1473,-122.577,78.24,40,0,5.75,US,2023-05-29 17:30:22
229,binzhou,37.3667,118.0167,66.97,59,100,7.94,CN,2023-05-29 17:30:23
230,koyulhisar,40.3025,37.8311,57.36,79,100,6.73,TR,2023-05-29 17:30:24
231,avarua,-21.2078,-159.775,73.45,83,100,4.61,CK,2023-05-29 17:30:24
232,kovdor,67.5662,30.4758,40.89,88,94,4.81,RU,2023-05-29 17:30:26
233,san patricio,28.017,-97.5169,87.75,58,84,7.0,US,2023-05-29 17:30:26
234,hilo,19.7297,-155.09,84.27,86,100,4.61,US,2023-05-29 17:30:27
235,lebowakgomo,-24.2,29.5,50.9,81,15,7.07,ZA,2023-05-29 17:30:28
236,broome,42.2506,-75.833,86.38,27,40,0.0,US,2023-05-29 17:30:29
237,tiberias,32.7922,35.5312,70.45,74,0,2.39,IL,2023-05-29 17:30:30
238,codrington,-38.2667,141.9667,58.17,88,100,10.83,AU,2023-05-29 17:30:31
239,katsuura,35.1333,140.3,66.22,97,100,4.43,JP,2023-05-29 17:30:32
240,thunder bay,48.4001,-89.3168,71.58,40,75,14.97,CA,2023-05-29 17:28:50
241,igarka,67.4667,86.5833,36.75,84,9,7.87,RU,2023-05-29 17:30:33
242,petrinja,45.4375,16.29,64.13,94,28,2.95,HR,2023-05-29 17:30:33
243,utrik,11.2278,169.8474,81.57,76,94,10.45,MH,2023-05-29 17:30:34
244,krasnyye barrikady,46.2045,47.8535,69.76,83,0,6.71,RU,2023-05-29 17:30:40
245,aldama,22.9167,-98.0667,85.8,38,0,12.66,MX,2023-05-29 17:30:40
246,hami,42.8,93.45,58.59,49,100,16.8,CN,2023-05-29 17:30:41
247,sungai penuh,-2.0833,101.3833,64.45,96,100,2.98,ID,2023-05-29 17:30:42
248,shortandy,51.7006,70.9994,61.21,65,77,3.78,KZ,2023-05-29 17:30:42
249,charters towers,-20.1,146.2667,54.28,40,25,12.5,AU,2023-05-29 17:30:43
